批次,发布日期,规则,规则分类,KP ID,药品,拼音,码序号,医保编码
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,638,XG04BET001A001021603307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,639,XG04BET001A001021604393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,640,XG04BET001A001021606988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,641,XG04BET001A001021607360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,642,XG04BET001A001021703307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,643,XG04BET001A001021704393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,644,XG04BET001A001021707360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,645,XG04BET001A001021803307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,646,XG04BET001A001021804393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,647,XG04BET001A001021807360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,648,XG04BET001A001021903307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,649,XG04BET001A001021904393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,650,XG04BET001A001021907360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,651,XG04BET001A001022003307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,652,XG04BET001A001022004393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,653,XG04BET001A001022007360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,654,XG04BET001A001022103307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,655,XG04BET001A001022104393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,656,XG04BET001A001022203307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,657,XG04BET001A001022204393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,658,XG04BET001A001022303307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,659,XG04BET001A001022304393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,660,XG04BET001A001022403307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,661,XG04BET001A001022404393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,662,XG04BET001A001022503307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,663,XG04BET001A001022504393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,664,XG04BET001A001022603307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,665,XG04BET001A001022604393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,666,XG04BET001A001022703307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,667,XG04BET001A001022704393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,668,XG04BET001A001022803307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,669,XG04BET001A001022804393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,670,XG04BET001A001022903307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,671,XG04BET001A001022904393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,672,XG04BET001A001023004393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,673,XG04BET001A001023104393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,674,XG04BET001A001023204393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,675,XG04BET001A001023304393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,676,XG04BET001A001023404393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,677,XG04BET001A001023504393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,678,XG04BET001A001023604393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,679,XG04BET001A001023704393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,680,XG04BET001A001023804393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,681,XG04BET001A001023904393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,682,XG04BET001A001024004393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,683,XG04BET001A001024104393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,684,XG04BET001A001024204393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,685,XG04BET001A001030100299
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,686,XG04BET001A001030101003
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,687,XG04BET001A001030101397
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,688,XG04BET001A001030101500
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,689,XG04BET001A001030101599
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,690,XG04BET001A001030101606
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,691,XG04BET001A001030101958
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,692,XG04BET001A001030103307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,693,XG04BET001A001030104131
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,694,XG04BET001A001030104141
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,695,XG04BET001A001030104188
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,696,XG04BET001A001030104393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,697,XG04BET001A001030104914
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,698,XG04BET001A001030104960
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,699,XG04BET001A001030105356
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,700,XG04BET001A001030105378
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,701,XG04BET001A001030105847
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,702,XG04BET001A001030106988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,703,XG04BET001A001030107360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,704,XG04BET001A001030110104
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,705,XG04BET001A001030178403
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,706,XG04BET001A001030179267
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,707,XG04BET001A001030180570
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,708,XG04BET001A001030201397
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,709,XG04BET001A001030201500
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,710,XG04BET001A001030201599
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,711,XG04BET001A001030201606
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,712,XG04BET001A001030201958
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,713,XG04BET001A001030203307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,714,XG04BET001A001030204141
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,715,XG04BET001A001030204188
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,716,XG04BET001A001030204393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,717,XG04BET001A001030204914
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,718,XG04BET001A001030204960
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,719,XG04BET001A001030205847
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,720,XG04BET001A001030206988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,721,XG04BET001A001030207360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,722,XG04BET001A001030278403
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,723,XG04BET001A001030279267
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,724,XG04BET001A001030280570
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,725,XG04BET001A001030301397
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,726,XG04BET001A001030301500
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,727,XG04BET001A001030301599
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,728,XG04BET001A001030301606
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,729,XG04BET001A001030301958
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,730,XG04BET001A001030303307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,731,XG04BET001A001030304141
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,732,XG04BET001A001030304188
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,733,XG04BET001A001030304393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,734,XG04BET001A001030304914
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,735,XG04BET001A001030304960
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,736,XG04BET001A001030305847
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,737,XG04BET001A001030306988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,738,XG04BET001A001030307360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,739,XG04BET001A001030379267
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,740,XG04BET001A001030401003
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,741,XG04BET001A001030401397
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,742,XG04BET001A001030401500
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,743,XG04BET001A001030401599
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,744,XG04BET001A001030403307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,745,XG04BET001A001030404141
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,746,XG04BET001A001030404393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,747,XG04BET001A001030404914
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,748,XG04BET001A001030404960
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,749,XG04BET001A001030405847
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,750,XG04BET001A001030406988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,751,XG04BET001A001030407360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,752,XG04BET001A001030479267
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,753,XG04BET001A001030501003
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,754,XG04BET001A001030501500
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,755,XG04BET001A001030501599
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,756,XG04BET001A001030503307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,757,XG04BET001A001030504141
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,758,XG04BET001A001030504393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,759,XG04BET001A001030504914
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,760,XG04BET001A001030505847
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,761,XG04BET001A001030506988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,762,XG04BET001A001030507360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,763,XG04BET001A001030601003
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,764,XG04BET001A001030601599
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,765,XG04BET001A001030603307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,766,XG04BET001A001030604141
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,767,XG04BET001A001030604393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,768,XG04BET001A001030604914
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,769,XG04BET001A001030605847
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,770,XG04BET001A001030606988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,771,XG04BET001A001030607360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,772,XG04BET001A001030701003
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,773,XG04BET001A001030701599
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,774,XG04BET001A001030703307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,775,XG04BET001A001030704141
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,776,XG04BET001A001030704393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,777,XG04BET001A001030704914
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,778,XG04BET001A001030705847
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,779,XG04BET001A001030706988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,780,XG04BET001A001030707360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,781,XG04BET001A001030801003
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,782,XG04BET001A001030803307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,783,XG04BET001A001030804141
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,784,XG04BET001A001030804393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,785,XG04BET001A001030804914
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,786,XG04BET001A001030806988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,787,XG04BET001A001030807360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,788,XG04BET001A001030903307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,789,XG04BET001A001030904141
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,790,XG04BET001A001030904393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,791,XG04BET001A001030904914
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,792,XG04BET001A001030906988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,793,XG04BET001A001031003307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,794,XG04BET001A001031004141
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,795,XG04BET001A001031004393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,796,XG04BET001A001031006988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,797,XG04BET001A001031103307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,798,XG04BET001A001031104141
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,799,XG04BET001A001031104393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,800,XG04BET001A001031203307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,801,XG04BET001A001031204131
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,802,XG04BET001A001031204393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,803,XG04BET001A001031303307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,804,XG04BET001A001031304393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,805,XG04BET001A001031403307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,806,XG04BET001A001031404393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,807,XG04BET001A001031503307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,808,XG04BET001A001031504393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,809,XG04BET001A001031603307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,810,XG04BET001A001031604393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,811,XG04BET001A001031703307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,812,XG04BET001A001031704393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,813,XG04BET001A001031803307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,814,XG04BET001A001031804393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,815,XG04BET001A001031903307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,816,XG04BET001A001031904393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,817,XG04BET001A001032003307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,818,XG04BET001A001032004393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,819,XG04BET001A001032103307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,820,XG04BET001A001032104393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,821,XG04BET001A001032203307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,822,XG04BET001A001032204393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,823,XG04BET001A001032303307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,824,XG04BET001A001032304393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,825,XG04BET001A001032403307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,826,XG04BET001A001032404393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,827,XG04BET001A001032503307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,828,XG04BET001A001032504393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,829,XG04BET001A001032604393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,830,XG04BET001A001032704393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,831,XG04BET001A001032804393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,832,XG04BET001A001032904393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,833,XG04BET001A001033004393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,834,XG04BET001A001033104393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,835,XG04BET001A001033204393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,836,XG04BET001A001033304393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,837,XG04BET001A001033404393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,838,XG04BET001A001033504393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,839,XG04BET001A001033604393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,840,XG04BET001A001033704393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,841,XG04BET001A001033804393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,842,XG04BET001A001033904393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,843,XG04BET001A001034004393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,844,XG04BET001A001034104393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,845,XG04BET001A001034204393
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,846,XG04BET001A001040100299
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,847,XG04BET001A001040101500
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,848,XG04BET001A001040101606
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,849,XG04BET001A001040103307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,850,XG04BET001A001040104131
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,851,XG04BET001A001040104188
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,852,XG04BET001A001040106988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,853,XG04BET001A001040107360
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,854,XG04BET001A001040178403
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,855,XG04BET001A001040179267
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,856,XG04BET001A001040201500
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,857,XG04BET001A001040201606
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,858,XG04BET001A001040203307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,859,XG04BET001A001040204131
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,860,XG04BET001A001040204188
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,861,XG04BET001A001040206988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,862,XG04BET001A001040278403
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,863,XG04BET001A001040301500
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,864,XG04BET001A001040301606
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,865,XG04BET001A001040303307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,866,XG04BET001A001040304131
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,867,XG04BET001A001040304188
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,868,XG04BET001A001040306988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,869,XG04BET001A001040401500
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,870,XG04BET001A001040403307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,871,XG04BET001A001040406988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,872,XG04BET001A001040501500
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,873,XG04BET001A001040503307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,874,XG04BET001A001040506988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,875,XG04BET001A001040603307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,876,XG04BET001A001040606988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,877,XG04BET001A001040703307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,878,XG04BET001A001040706988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,879,XG04BET001A001040803307
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,880,XG04BET001A001040806988
第一批,2025-05-23,药品区分性别使用,医疗-药品,31628,他达拉非片,tdlfp,881,XG04BET001A001040903307
